0001. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932000, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0370
1958. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2290, New Node: 1dd6d5c02d0
1959. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c21f0
1960. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c21f0, New Node: 1dd6d5c02d0
1961. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c24f0
1962. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c24f0, New Node: 1dd6d5c02d0
1963. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2230
1964. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2230, New Node: 1dd6d5c02d0
1965. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2170
1966. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2170, New Node: 1dd6d5c02d0
1967. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2290
1968. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2290, New Node: 1dd6d5c0250
1969. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1f50, New Node: 1dd6d5c0310
1970. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c03f0
1971. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c03f0, New Node: 1dd6d5c0310
1972. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0170
1973. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0310
1974. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0450
1975. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0310
1976. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0390
1977. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0310
1978. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c2410
1979. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2410, New Node: 1dd6d5c02d0
1980. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1fd0
1981. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1fd0, New Node: 1dd6d5c02d0
1982. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1f70
1983. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1f70, New Node: 1dd6d5c02d0
1984. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2150
1985. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2150, New Node: 1dd6d5c02d0
1986. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2130
1987. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2130, New Node: 1dd6d5c0310
1988. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c1e30
1989. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1e30, New Node: 1dd6d5c0310
1990. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0390
1991. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0310
1992. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c03b0
1993. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c0310
1994. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0390
1995. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0310
1996. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c03b0
1997. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c0310
1998. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c2130
1999. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2130, New Node: 1dd6d5c02d0
2000. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1e50
2001. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1e50, New Node: 1dd6d5c02d0
2002. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2010, New Node: 1dd6d5c1f50
2003. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1f50, New Node: 1dd6d5c2010
2004. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2010, New Node: 1dd6d5c2370
2005. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2370, New Node: 1dd6d5c0250
2006. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2050
2007. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2050, New Node: 1dd6d5c02d0
2008. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2230
2009. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2230, New Node: 1dd6d5c0310
2010. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c24f0
2011. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c24f0, New Node: 1dd6d5c0310
2012. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0370
2013. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0310
2014. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0390
2015. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0310
2016. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c2230
2017. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2230, New Node: 1dd6d5c02d0
2018. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2050
2019. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2050, New Node: 1dd6d5c0250
2020. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2370
2021. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2370, New Node: 1dd6d5c2010
2022. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2010, New Node: 1dd6d5c24f0
2023. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c24f0, New Node: 1dd6d5c2010
2024. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2010, New Node: 1dd6d5c1e10
2025. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1e10, New Node: 1dd6d5c02d0
2026. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c23d0
2027. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0250
2028. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2410
2029. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2410, New Node: 1dd6d5c0310
2030. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c2370
2031. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0310
2032. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0450
2033. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0370
2034. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0450
2035. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0250
2036. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0450
2037. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0450, New Node: 1dd6d5c23f0
2038. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c23f0, New Node: 1dd6d5c0170
2039. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c1d90
2040. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c0150
2041. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1f50
2042. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1f50, New Node: 1dd6d5c0150
2043. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1f70
2044. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1f70, New Node: 1dd6d5c0150
2045. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0150, New Node: 1dd6d5c2150
2046. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2150, New Node: 1dd6d5c03d0
2047. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c2110
2048. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2110, New Node: 1dd6d5c0250
2049. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2290
2050. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2290, New Node: 1dd6d5c0250
2051. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0170
2052. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0250
2053. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0410
2054. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0410, New Node: 1dd6d5c0250
2055. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0450
2056. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0250
2057. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2110
2058. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2110, New Node: 1dd6d5c03d0
2059. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c2150
2060. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2150, New Node: 1dd6d5c0150
2061. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1e50
2062. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0370
2063. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0390
2064. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0370
2065. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0250
2066. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c02d0
2067. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0390
2068. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0390, New Node: 1dd6d5c02d0
2069. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0250
2070. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0370
2071. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0310
2072. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c21b0
2073. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c21b0, New Node: 1dd6d5c0310
2074. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c20f0
2075. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c20f0, New Node: 1dd6d5c0250
2076. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2090
2077. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2090, New Node: 1dd6d5c02d0
2078. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1e10
2079. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1e10, New Node: 1dd6d5c0150
2080. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1dd0
2081. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c0150
2082. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0170
2083. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0150
2084. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0370
2085. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0150
2086. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1e10
2087. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c02d0
2088. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1d90
2089. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c2390
2090. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2390, New Node: 1dd6d5c1d90
2091. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c1db0
2092. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c1d90
2093. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c2490
2094. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2490, New Node: 1dd6d5c1d90
2095. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c1db0
2096. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c1d90
2097. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c2430
2098. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2430, New Node: 1dd6d5c1d90
2099. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c0170
2100. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c1d90
2101. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c02d0
2102. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1d90
2103. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c0170
2104. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c1d90
2105. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c02d0
2106. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1d90
2107. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c0310
2108. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0310, New Node: 1dd6d5c1d90
2109. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c1f90
2110. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1f90, New Node: 1dd6d5c1d90
2111. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c2230
2112. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1fb0, New Node: 1dd6d5c2270
2113. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c2390
2114. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2390, New Node: 1dd6d5c2270
2115. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c2370
2116. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2370, New Node: 1dd6d5c2270
2117. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c2510
2118. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2510, New Node: 1dd6d5c2270
2119. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c0170
2120. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2270
2121. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c0250
2122. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2270
2123. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c03f0
2124. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c03f0, New Node: 1dd6d5c2270
2125. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c0250
2126. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2270
2127. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c02d0
2128. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2270
2129. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c2450
2130. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2450, New Node: 1dd6d5c2270
2131. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c2510
2132. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2510, New Node: 1dd6d5c2270
2133. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c23f0
2134. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c23f0, New Node: 1dd6d5c2270
2135. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c1f70
2136. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1f70, New Node: 1dd6d5c2270
2137. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c2210
2138. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2210, New Node: 1dd6d5c2270
2139. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2270, New Node: 1dd6d5c0250
2140. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2290
2141. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2290, New Node: 1dd6d5c0170
2142. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2350
2143. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2350, New Node: 1dd6d5c0170
2144. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c1eb0
2145. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c1eb0, New Node: 1dd6d5c0170
2146. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c0170, New Node: 1dd6d5c2450
2147. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c2450, New Node: 1dd6d5c21d0
2148. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c21d0, New Node: 1dd6d5c02d0
2149. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c21d0
2150. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c21d0, New Node: 1dd6d5c03d0
2151. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c21d0
2152. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c21d0, New Node: 1dd6d5c03f0
2153. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932031, Old Node: 1dd6d5c03f0, New Node: 1dd6d5c21d0
